include,system,tin,entity_type,entity,npis_cigna,npis_aetna,note,business_names_in_payer_files,in_target_list,target_names,nppes_orgs,nppes_states,nppes_sample
Y,Montefiore,131740114,hospital,Montefiore Medical Center,3596,11,,MONTEFIORE HOME HEALTH AGENCY; MONTEFIORE MEDICAL CENTER; MONTEFIORE MEDICAL CENTER NORTH DIVISION; MONTEFIORE MEDICAL GROUP - CO-OP CITY; MONTEFIORE MEDICAL GROUP-BURKE PED'S; MONTEFIORE MEDICAL GROUP/S RIVERDAL; MONTEFIORE NORTH PHYSICIANS; MONTEFIORE WESTCHESTER SQUARE; MONTEFIORE-GERIATRIC AMBULATORY PRACTICE,21/4963,MONTEFIORE MEDICAL CENTER x18; MOUNT SINAI SCHOOL OF MEDICINE x1; MONTEFIORE MEDICAL CENTER JACK D WEILER HOSPITAL x1,MONTEFIORE MEDICAL CENTER x1,"NY6,1,OH1","(not in NPPES) [,  ] | KIM, YU HYON [Ophthalmology, HIGHLAND HILLS OH] | MIR, ADNAN [Dermatology, WHITE PLAINS NY]"
Y,Montefiore,462931956,hospital,Montefiore New Rochelle Hospital,222,3,,MONTEFIORE NEW ROCHELLE; MONTEFIORE NEW ROCHELLE - PROFESSIONAL BILLING,2/285,MONTEFIORE NEW ROCHELLE HOSPITAL x2,,"NY10,1,GA1","(not in NPPES) [,  ] | KUMAR, MANISH [Student in an Organized Health, OCEANSIDE NY] | CHOWDHURY, ASIF [Physician Assistant, LONG ISLAND CITY NY]"
Y,Montefiore,462916938,hospital,Montefiore Mount Vernon Hospital,172,3,,MONTEFIORE MOUNT VERNON; MONTEFIORE MOUNT VERNON - PROFESSIONAL BILLING; MONTEFIORE MOUNT VERNON HOSPITAL,2/228,MONTEFIORE MOUNT VERNON HOSPITAL x2,MONTEFIORE MOUNT VERNON HOSPITAL x1,"NY5,1,NC1","(not in NPPES) [,  ] | FASSBENDER, PHILIPP [Anesthesiology, BRONX NY] | WU, HENRY [Podiatrist, Foot & Ankle Surge, FLUSHING NY]"
Y,Montefiore,131740119,hospital,Montefiore Nyack Hospital,93,3,,MONTEFIORE NYACK HOSPITAL; NYACK HOSPITAL; NYACK HOSPITAL HOME CARE,2/120,MONTEFIORE NYACK HOSPITAL x2,,"NY9,1,KY1","(not in NPPES) [,  ] | REID, ANNALEE [Midwife, BROOKLYN NY] | MURPHY, CAROLINE [Physician Assistant, NEW ROCHELLE NY]"
Y,Montefiore,141340054,hospital,Montefiore St. Luke's Cornwall Hospital,2,3,,ST LUKES CORNWALL HOSPITAL; ST. LUKE'S CORNWALL HOSPITAL,0/11,,ST. LUKE'S CORNWALL HOSPITAL x1; ST LUKES CORNWALL HOSPITAL x1,"NY7,1","(not in NPPES) [,  ] | ST. LUKE'S CORNWALL HOSPITAL [General Acute Care Hospital, NEWBURGH NY] | CHUKWUOCHA, BENJAMIN [Psychiatry & Neurology, Psychi, NEW CITY NY]"
Y,Mount Sinai,111352310,hospital,Mount Sinai South Nassau,111,7,,SOUTH NASSAU COMMUNITIES HOSPITAL; SOUTH NASSAU COMMUNITY HOSPITAL EKG CARDIOLOGY; SOUTH NASSAU HOSPITAL HOME CARE; SOUTH NASSAU PATHOLOGY,0/190,,,"NY11,1","(not in NPPES) [,  ] | KC, PARBATI [Nurse Practitioner, Family, OCEANSIDE NY] | WEINSTOCK, DAVID [Specialist, LYNBROOK NY]"
Y,Mount Sinai,131624096,hospital,The Mount Sinai Hospital (incl. Queens),52,10,,"MOUNT SINAI CENTER FOR CLINICAL LABORATORIES; MOUNT SINAI HOSPITAL; MOUNT SINAI HOSPITAL OF QUEENS; MOUNT SINAI HOSPITAL QUEENS, IM GROUP; MOUNT SINAI MEDICAL CENTER; MOUNT SINAI MSMC DIALYSIS CENTER; MT. SINAI SURGERY",14/74,MOUNT SINAI HOSPITAL x10; THE MOUNT SINAI HOSPITAL x1; MOUNT SINAI HOSPITAL PHARMACY x1,THE MOUNT SINAI HOSPITAL x2; MOUNT SINAI HOSPITAL x2,NY8,"CHOWDHURY, ASIF [Physician Assistant, LONG ISLAND CITY NY] | WANG, JENNIFER [Physician Assistant, ASTORIA NY] | THE MOUNT SINAI HOSPITAL [General Acute Care Hospital, LONG ISLAND CITY NY]"
Y,Mount Sinai,135564934,hospital,Mount Sinai Beth Israel,36,5,,BETH ISRAEL MEDICAL CENTER; BETH ISRAEL MEDICAL CENTER RADIOLOGY; MOUNT SINAI BETH ISRAEL; MOUNT SINAI BI BROOKLYN,0/71,,BETH ISRAEL MEDICAL CENTER x1,"NY5,1,FL1","(not in NPPES) [,  ] | BETH ISRAEL MEDICAL CENTER [Psychiatric Unit, NEW YORK NY] | EDWARDS, DONNA [Radiology, Diagnostic Radiolog, SUMTERVILLE FL]"
Y,Mount Sinai,132997301,hospital,Mount Sinai Morningside / Mount Sinai West,0,5,,MOUNT SINAI HOME INFUSION; MOUNT SINAI MORNINGSIDE; MOUNT SINAI-WEST,2/31,MOUNT SINAI WEST x1; ST LUKES ROOSEVELT HOSPITAL CENTER x1,ST LUKES ROOSEVELT HOSPITAL CENTER x1,"NY6,1,NJ1","(not in NPPES) [,  ] | KANCHERLA, PUSHPA [Pathology, Anatomic Pathology , EAST MEADOW NY] | MODICA, IPPOLITO [Pathology, Anatomic Pathology , NEW YORK NY]"
Y,Mount Sinai,135562304,hospital,New York Eye and Ear Infirmary of Mount Sinai,0,1,,NEW YORK EYE AND EAR INFIRMARY OF MOUNT SINAI,0/2,,NEW YORK EYE & EAR INFIRMARY x1,"NY1,NC1","NEW YORK EYE & EAR INFIRMARY [Special Hospital, NEW YORK CITY NY] | HARTZELL, MATTHEW [Psychiatry & Neurology, Psychi, CHARLOTTE NC]"
Y,Mount Sinai,611661781,physician group,Icahn School of Medicine faculty practice,3725,26,,ALLERGY/IMMUNOLOGY DEPT OF MOUNT SINAI; BISLR MEDICAL GROUPS OF MOUNT SINAI; CARDIO VASCULAR INSTITUTE DEPT OF MT SINAI; CARDIOLOGY DEPT OF MOUNT SINAI; CARDIOTHORACIC SURGERY DEPT OF MT. SINAI; CARDIOVASCULAR DISEASE DEPT OF MOUNT SINAI; DENTAL DEPT OF MT SINAI; DERMATOLOGY DEPT OF MOUNT SINAI; ENDOCRINOLOGY DEPT OF MOUNT SINAI; GASTROENTEROLOGY DEPT OF MOUNT SINAI; GENETICS AND GENOMIC SCIENCES DEPT OF MT SINAI; GERIATRICS MEDICINE DEPT OF MOUNT SINAI; HEMATOLOGY DEPT OF MOUNT SINAI; ICAHN SCHOOL OF MEDICINE AT MOUNT; ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI; INFECTIOUS DISEASE DEPT OF MOUNT SINAI; INTERVENTIONAL CARDIOLOGY DEPT OF MOUNT SINAI; MEDICAL ONCOLOGY DEPT OF MOUNT SINAI; MEDICINE DEPT OF MOUNT SINAI; MOUNT SINAI BROOKLYN HEIGHTS MEDICAL GROUP; MOUNT SINAI DOCTORS FACULTY PRACTICE; MOUNT SINAI QUEENS DOCTORS; MT SINAI INTERNAL MEDICINE; MT. SINAI LONG ISLAND CITY PCP; NEPHROLOGY DEPT OF MOUNT SINAI; NEUROLOGY DEPT OF MOUNT SINAI; NEUROSURGERY DEPT OF MOUNT SINAI; NY OBGYN OF MOUNT SINAI; OB/GYN DEPT OF MOUNT SINAI; OPTHALMOLOGY DEPT OF MOUNT SINAI; OTOLARYNGOLOGY DEP. OF MOUNT SINAI; PEDIATRICS DEPT OF MOUNT SINAI; PULMUNARY MEDICINE DEPT OF MOUNT SINAI; RADIATION ONCOLOGY DEPT OF MOUNT SINAI; RHEUMATOLOGY DEPT OF MOUNT SINAI; SLEEP MEDICINE DEPT OF MOUNT SINAI; SURGERY DEPT OF MOUNT SINAI; TISCH DEPARTMENT OF MOUNT SINAI; TRANSPLANT DEPT OF MOUNT SINAI; UROLOGY DEPT OF MT. SINAI,3/4186,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI x2; MOUNT SINAI SCHOOL OF MEDICINE x1,,"NY11,1","(not in NPPES) [,  ] | RAMASWAMY, RAVISHANKAR [Internal Medicine, Geriatric M, NEW YORK NY] | MEHRAZIN, REZA [Urology, NEW YORK NY]"
Y,Mount Sinai,800756169,physician group,Mount Sinai Elmhurst faculty practice,889,2,,MOUNT SINAI ELMHURST FACULTY PRACTICE GR; MT. SINAI ELMHURST FACULTY PRACTICE,14/1056,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI x14,,"NY7,1,MA1","(not in NPPES) [,  ] | EPSTEIN, JASON [Anesthesiology, NEW YORK NY] | MARU, SHEELA [Obstetrics & Gynecology, BOSTON MA]"
Y,Mount Sinai,800886397,physician group,Mount Sinai Queens faculty practice,596,8,,ANESTHESIOLOGY DEPT OF MT SINAI QUEENS; FPA HOSP BASED MT SINAI SCHOOL OF MED; MOUNT SINAI DOCTORS AT BROOKLYN HEIGHTS; MOUNT SINAI EMERGENCY DEPARTMENT; MOUNT SINAI EXPRESS CARE; MOUNT SINAI RADIOLOGY ASSOCIATES; MSHQ-ANESTHESIOLOGY DEPT OF MT SINAI; NUCLEAR MEDICINE DEPT OF MT. SINAI; PATHOLOGY HOSPITALIST- MT. SINAI; RADIOLOGY DEPT OF MT. SINAI,4/844,FPA HOSPITAL BASED x3; ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI x1,,"NY8,PA2,1","(not in NPPES) [,  ] | ALI, SHAHANA [Physician Assistant, OCOEE FL] | BARANCHUK, NADIA [Student in an Organized Health, MANHASSET NY]"
Y,Mount Sinai,364734205,physician group,Mount Sinai School of Medicine,322,1,,MOUNT SINAI MARATHON MEDICAL-HOSPITALISTS; MOUNT SINAI SCHOOL OF MEDICINE,2/374,MOUNT SINAI SCHOOL OF MEDICINE x1; NORTH SHORE MEDICAL GROUP OF THE MOUNT SINAI SCHOOL OF MEDICINE x1,,"NY11,1","(not in NPPES) [,  ] | FELDER, BENJAMIN [Hospitalist, OCEANSIDE NY] | KUMAR, MANISH [Student in an Organized Health, OCEANSIDE NY]"
Y,Mount Sinai,300607904,physician group,Mount Sinai-Riverside Medical Group,184,1,,MOUNT SINAI-RIVERSIDE MEDICAL GROUP; MT. SINAI RIVERSIDE MEDICAL GROUP; MT. SINAI- RIVERSIDE MEDICAL GROUP,1/194,MOUNT SINAI SCHOOL OF MEDICINE OF NEW YORK UNIVERSITY x1,MOUNT SINAI SCHOOL OF MEDICINE OF NEW YORK UNIVERSITY x1,"NY6,PA1,FL1","KANEVSKY, ARIEL [Radiology, Diagnostic Radiolog, PHILADELPHIA PA] | ALTINMAKAS, EMRE [Radiology, Diagnostic Radiolog, NEW YORK NY] | GHESANI, NASRIN [Nuclear Medicine, NEW YORK NY]"
Y,Mount Sinai,611799994,physician group,Icahn School of Medicine,177,0,,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,2/187,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI x2,,"NY11,KY1","PALAIA, THOMAS [Anesthesiology, Pain Medicine, FREEPORT NY] | HANSEN, GRAZIELE [Registered Nurse, NEW YORK NY] | AIYEKU, TOLANI [Nurse Anesthetist, Certified R, FLUSHING NY]"
Y,Mount Sinai,301007458,physician group,Mount Sinai Doctors Staten Island,168,1,,MT SINAI DOCTORS STATEN ISLAND MEDICINE; MT. SINAI DOCTORS STATEN ISLAND MEDICINE,0/174,,,"NY10,PA1,FL1","KANEVSKY, ARIEL [Radiology, Diagnostic Radiolog, PHILADELPHIA PA] | ALTINMAKAS, EMRE [Radiology, Diagnostic Radiolog, NEW YORK NY] | GHESANI, NASRIN [Nuclear Medicine, NEW YORK NY]"
Y,Mount Sinai,611781342,physician group,Icahn / Mount Sinai Doctors LIHA,161,1,,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI; MOUNT SINAI DOCTORS LIHA,1/171,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI x1,,"NY9,PA1,FL1","KANEVSKY, ARIEL [Radiology, Diagnostic Radiolog, PHILADELPHIA PA] | ALTINMAKAS, EMRE [Radiology, Diagnostic Radiolog, NEW YORK NY] | GHESANI, NASRIN [Nuclear Medicine, NEW YORK NY]"
Y,Mount Sinai,611895173,physician group,Icahn / Mount Sinai Now,146,1,,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI; MOUNT SINAI NOW,2/290,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI x2,,NY12,"EIBEN, PATRICK [Emergency Medicine, BRONX NY] | BOWLING, MORGAN [Pediatrics, NEW YORK NY] | LEVITANSKY, ELIEZER [Internal Medicine, BROOKLYN NY]"
Y,Mount Sinai,464023734,physician group,Icahn orthopedics,67,1,,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI; ORTHOPEDIC DEPT OF MOUNT SINAI,0/78,,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI x1,"NY5,PA1,MI1","THAI, CAM [Physician Assistant, CHELTENHAM PA] | AHN, SARAH [Chiropractor, NEW YORK NY] | PINO, CASSANDRA [Student in an Organized Health, DETROIT MI]"
